-35.327,-11.111,-13.561  ,0
-18.621,0.347,-13.164    ,0
64.582,5.072,-13.217     ,0
71.018,43.013,-13.222    ,0
71.811,258.312,-13.198   ,0
152.606,265.205,-13.208  ,0
245.524,268.211,-13.204  ,0
269.875,317.492,-2.253   ,0
508.718,315.889,1.939    ,0
517.624,293.466,1.926    ,0
517.392,62.854,1.92      ,0
429.281,57.915,2.042     ,0
377.316,4.747,1.51       ,0
370.884,-80.951,1.912    ,0
268.484,-84.022,3.029    ,0
30.404,1.44,0.006        ,0
41.024,2.254,0.005       ,0
42.668,45.652,0.007      ,0
41.564,74.408,-0.613     ,0
22.281,96.65,0.271       ,0
-41.398,101.117,0.007    ,0
-69.618,112.638,0.007    ,0
-69.991,172.329,0.009    ,0
-118.091,172.856,0.01    ,0
-206.791,169.334,0.011   ,0
-268.756,177.006,0.034   ,0
-269.163,141.669,13.565  ,0
-213.295,143.604,26.767  ,0
-213.734,207.565,26.723  ,0
-240.741,205.25,27.009   ,0
-246.746,307.381,26.731  ,0
-209.926,329.564,26.671  ,0
-157.947,288.817,27.607  ,0
-101.398,288.351,26.488  ,0
-18.398,285.565,26.731   ,0
12.336,286.775,26.688    ,0
